timestamp,room_temperature,room_humidity,lighting_intensity,room_air_quality,room_CO2,room_occupancy,occupant_id,lighting_control,HVAC_temperature,air_quality_control,energy_consumption,energy_cost,predicted_entry_time,predicted_exit_time,energy_efficiency,moho
2024-02-05 08:00:00,21.87270059423681,37.776993932579295,204.6822734943624,53.45405988417796,407.19958782835926,0,2,43.211623680192936,21.417535951354697,1.795786375015096,1.3202929606091771,0.1584351552731012,7,9,1,0
2024-02-05 08:15:00,24.75357153204958,43.12851421067537,198.79151962879996,55.933627943827446,430.5432329299986,1,3,96.65907702233169,24.742125777707464,7.451046181864007,0.9041098477429572,0.1084931817291548,4,8,0,0
2024-02-05 08:30:00,23.659969709057027,48.09418753814612,462.5018322084146,45.00935797584998,426.0160929790159,0,8,45.221510010171805,24.21232053417788,51.03927213487066,0.7215010508538527,0.0865801261024623,14,1,0,1
2024-02-05 08:45:00,22.993292420985185,45.98337329614342,199.81847993980244,52.49748199213998,365.3899904693774,1,7,14.278563666788468,23.61186753816399,96.94393756758784,1.012023389108759,0.1214428066930511,14,10,1,0
2024-02-05 09:00:00,20.780093202212186,47.09841721792175,208.7798904514524,51.434919662874975,364.9249469741474,1,2,38.94346800776732,20.389969332047045,69.32095422188678,1.048841755593474,0.1258610106712168,6,12,1,0
2024-02-05 09:15:00,20.779972601681013,44.88175050066076,403.7593049671855,56.65660753576542,376.81743677449134,0,6,95.17024063905372,20.5306500965451,7.091619143856953,1.038326372009912,0.1245991646411894,7,9,1,0
2024-02-05 09:30:00,20.290418060841,45.38414846776779,279.895936980216,58.12174120962521,386.1074726341037,1,9,31.97208493398542,22.46390672932478,18.93608757918628,1.0650737914801054,0.1278088549776126,11,2,1,0
2024-02-05 09:45:00,24.330880728874675,47.73793477347979,410.6842227820725,40.243135429547735,390.84555814084825,1,4,86.80981598670628,20.803566745954928,77.132314321685,1.448704918239181,0.1738445901887017,6,3,1,1
2024-02-05 10:00:00,23.005575058716044,38.74502013288779,126.14646302575407,53.48039838117585,417.9697216833345,0,9,88.12506816818897,24.89132731764737,84.14397599562447,1.4022456230962312,0.1682694747715477,11,2,1,0
2024-02-05 10:15:00,23.540362888980223,42.34137445464711,295.02847746935373,41.03671598239458,355.6680432165836,0,2,35.01865243319611,20.792601170137047,61.76945861885908,1.3757170365589393,0.1650860443870727,13,13,1,0
2024-02-05 10:30:00,20.10292247147901,38.31814162729403,113.44544007331304,50.97717330154712,353.46727042260665,0,2,8.325765805063213,22.43733917731987,64.44231696298166,1.301416810908627,0.1561700173090352,12,14,1,0
2024-02-05 10:45:00,24.84954926080997,49.81502011994971,125.0612813821418,45.75265458087357,389.1910562943909,0,9,72.45579091588182,21.820605284207527,2.8337450383384644,1.4434281072652857,0.1732113728718342,6,8,1,1
2024-02-05 11:00:00,24.162213204002107,49.1608900952992,462.5749813377644,46.13553199044282,419.716369213798,1,7,31.1512299013986,23.19693210727049,82.85302595815085,0.5984946416794032,0.0718193570015283,2,2,0,1
